요양기관명,좌표(X),좌표(Y),시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호
온누리류민정약국,128.5378717,35.843346,대구,230007,대구달서구,본리동,42674,"대구광역시 달서구 장기로 205, (본리동)",053-527-5829
태백산약국,128.621365,36.8253803,경북,370500,영주시,영주동,36096,"경상북도 영주시 구성로378번길 9, (영주동)",054-631-2660
은빛약국,128.5449665,35.8219617,대구,230007,대구달서구,상인동,42802,"대구광역시 달서구 송현로7길 10, 214호 (상인동, 상인화성파크드림상가)",053-624-7505
솔빛약국,128.1880263,36.1214666,경북,370300,김천시,율곡동,39660,"경상북도 김천시 혁신4로 59, 107호 (율곡동)",054-437-0028
김온누리약국,128.3232643,36.1399756,경북,370200,구미시,도량동,39200,"경상북도 구미시 송동로 81, (도량동)",054-442-6567
이레약국,128.3395455,36.1153566,경북,370200,구미시,송정동,39287,"경상북도 구미시 신시로14길 4, (송정동)",054-441-2901
라온약국,128.9515744,35.9824973,경북,370600,영천시,망정동,38831,"경상북도 영천시 망정1길 200, (망정동)",054-334-7722
건강한약국,128.1651869,35.8856549,경북,370010,성주군,가천면,40060,"경상북도 성주군 가천면 가천로 82, (가천면)",054-932-1202
메디팜보건약국,128.1980788,36.5959678,경북,370800,문경시,점촌동,36971,"경상북도 문경시 점촌1길 12, (점촌동)",054-556-3307
굿모닝온누리약국,129.3803682,36.063902,경북,370702,포항북구,두호동,37611,"경상북도 포항시 북구 삼흥로 18, (두호동)",054-232-7572
다정약국,128.4294008,36.0956024,경북,370200,구미시,진평동,39409,"경상북도 구미시 인동남길 134, (진평동, 인봉빌딩)",054-474-1235
플러스약국,128.5909593,35.8537313,대구,230001,대구남구,대명동,42424,"대구광역시 남구 중앙대로 230, (대명동)",053-471-0686
푸른약국,128.5432718,35.827986,대구,230007,대구달서구,송현동,42746,"대구광역시 달서구 송현로 113, 106호 (송현동, 본동주공1차아파트)",053-636-1646
한누리약국,128.6383892,35.8215566,대구,230005,대구수성구,지산동,42208,"대구광역시 수성구 지범로 174, (지산동)",053-783-8412
수정온누리약국,128.4592341,36.6577646,경북,370017,예천군,예천읍,36820,"경상북도 예천군 예천읍 시장로 140, (예천읍)",054-654-0910
큰시장약국,128.5795776,35.8698447,대구,230006,대구중구,대신동,41926,"대구광역시 중구 큰장로 130, (대신동)",053-257-1234
정이있는정약국,128.4980679,35.80367,대구,230100,대구달성군,화원읍,42955,"대구광역시 달성군 화원읍 비슬로 2571, (화원읍)",053-636-7188
동아약국,129.3245185,35.7148606,경북,370100,경주시,외동읍,38213,"경상북도 경주시 외동읍 입실로 72, (외동읍)",054-744-6175
튼튼약국,128.5665728,35.9517559,대구,230003,대구북구,학정동,41416,"대구광역시 북구 학정로106길 10, 1층 (학정동)",053-243-3738
우리들약국,128.6053744,35.8937286,대구,230003,대구북구,산격동,41544,"대구광역시 북구 산격로8길 1, (산격동)",053-953-6848
고바우약국,129.3450702,36.107827,경북,370702,포항북구,흥해읍,37545,"경상북도 포항시 북구 흥해읍 흥해로 26, (흥해읍)",054-261-6889
연합약국,128.4449557,35.729096,대구,230100,대구달성군,논공읍,42979,"대구광역시 달성군 논공읍 논공로 760, (논공읍)",053-616-7275
경북약국,128.5666125,36.2363035,대구,230200,대구군위군,군위읍,43115,"대구광역시 군위군 군위읍 중앙길 89, (군위읍)",054-383-1201
보람온누리약국,128.099312,36.1258358,경북,370300,김천시,부곡동,39629,"경상북도 김천시 부곡길 201, 부곡빌딩 104호 (부곡동)",054-430-9014
홈플러스약국,128.4994918,35.8537667,대구,230007,대구달서구,신당동,42613,"대구광역시 달서구 신당로 63, (신당동)",053-586-7676
다나약국,127.578169,37.152494,경기,312100,이천시,장호원읍,17414,"경기도 이천시 장호원읍 경충대로 596, 3동 1층",031-641-7194
송현약국,128.5526826,35.8368375,대구,230007,대구달서구,송현동,42736,"대구광역시 달서구 구마로 228, (송현동)",053-653-3650
새안심약국,128.618743,35.8405199,대구,230005,대구수성구,황금동,42149,"대구광역시 수성구 청수로 97, (황금동)",053-766-9100
대학약국,128.5885874,35.891689,대구,230003,대구북구,침산동,41547,"대구광역시 북구 성북로 47, 1층 (침산동)",053-353-0181
우정약국,128.4189403,36.1074047,경북,370200,구미시,황상동,39431,"경상북도 구미시 인동가산로 17, (황상동)",054-473-1933
형곡메디컬약국,128.3388137,36.1132389,경북,370200,구미시,형곡동,39294,"경상북도 구미시 신시로 59, (형곡동)",054-456-0203
보민약국,128.581558,35.8890577,대구,230003,대구북구,노원동1가,41589,"대구광역시 북구 침산남로 50, 1층 (노원동1가)",053-359-0580
행복한약국,129.341268,36.0255374,경북,370701,포항남구,대잠동,37679,"경상북도 포항시 남구 포스코대로 140, (대잠동)",054-278-5212
엔젤약국,128.7143701,35.877785,대구,230002,대구동구,각산동,41067,"대구광역시 동구 경안로 848, (각산동)",053-961-9696
신양주종로약국,127.0465311,37.8168306,경기,312700,양주시,덕계동,11444,"경기도 양주시 평화로 1410, (덕계동)",031-859-7077
봄봄약국,126.9770774,37.3946789,경기,310702,안양동안구,평촌동,14062,"경기도 안양시 동안구 흥안대로456번길 24, 106호 (평촌동)",031-346-5302
다온약국,126.9888898,35.0606453,전남,360022,화순군,화순읍,58118,"전라남도 화순군 화순읍 중앙로 69, 103호",061-375-0503
알로하약국,126.8592749,33.5208422,제주,390200,제주시,구좌읍,63361,"제주특별자치도 제주시 구좌읍 세화12길 1, (구좌읍)",064-902-9987
사랑온누리약국,128.6441871,34.8993128,경남,381000,거제시,연초면,53209,"경상남도 거제시 연초면 거제대로 4463, (연초면)",
새전북약국,127.148604,35.8450669,전북,350402,전주덕진구,인후동2가,54916,"전북특별자치도 전주시 덕진구 백제대로 728, 1층 (인후동2가)",063-715-1122
정든약국,128.4656037,37.1824002,강원,320006,영월군,영월읍,26235,"강원특별자치도 영월군 영월읍 중앙1로 13, (영월읍)",033-372-8875
봄약국,127.2233255,37.5385241,경기,311300,하남시,창우동,12954,"경기도 하남시 대청로116번길 30, 은행아파트상가동 104호 (창우동)",031-791-5456
솔약국,127.0479889,37.6186754,서울,110012,성북구,장위동,02762,"서울특별시 성북구 돌곶이로40길 46, 상가1동 5호 (장위동, 꿈의숲 아이파크)",02-943-5988
애플약국,126.9993994,37.2040933,경기,312500,화성시,안녕동,18352,"경기도 화성시 장조2로 12, MD센터프라자 1동 1층 107,108호 (안녕동)",031-237-1600
굿모닝약국,126.7257503,37.5115888,인천,220003,인천부평구,갈산동,21335,"인천광역시 부평구 굴포로 42, (갈산동)",032-526-7962
건강약국,126.5338693,35.0216501,전남,360020,함평군,학교면,57162,"전라남도 함평군 학교면 사거리길 11, (학교면)",061-322-3113
거북섬약국,126.6875674,37.3227592,경기,311700,시흥시,정왕동,15119,"경기도 시흥시 거북섬로 207, 돌핀프라자 106호 (정왕동)",031-111-1111
율하푸른약국,128.7021809,35.8643532,대구,230002,대구동구,율하동,41102,"대구광역시 동구 율하동로8길 73, 1층 (율하동)",053-961-3131
공단약국,128.4452853,35.7291904,대구,230100,대구달성군,논공읍,42979,"대구광역시 달성군 논공읍 논공로 756, (논공읍)",053-614-2751
참사랑약국,129.3620857,36.0174012,경북,370701,포항남구,대도동,37816,"경상북도 포항시 남구 포스코대로 353, (대도동)",054-278-7454
정인약국,128.6413274,35.9118685,대구,230002,대구동구,불로동,41033,"대구광역시 동구 팔공로 148, (불로동)",053-521-5230
주약국,129.3702266,36.4110064,경북,370012,영덕군,영덕읍,36432,"경상북도 영덕군 영덕읍 중앙길 90, (영덕읍)",054-733-1103
신약국,128.5369511,35.8183788,대구,230007,대구달서구,상인동,42785,"대구광역시 달서구 월배로 214, (상인동)",053-636-3055
다이온약국,128.6092838,35.8823601,대구,230003,대구북구,대현동,41570,"대구광역시 북구 대현로 94, (대현동)",053-956-2072
마트약국,128.3654692,36.1136985,경북,370200,구미시,신평동,39255,"경상북도 구미시 구미대로22길 11, (신평동)",054-465-8575
오성약국,128.5503538,35.8087289,대구,230007,대구달서구,상인동,42815,"대구광역시 달서구 월곡로26길 33, (상인동)",053-851-2135
제이약국,128.5312565,35.8433427,대구,230007,대구달서구,장기동,42690,"대구광역시 달서구 장기로 265, (장기동)",053-566-7369
더조은약국,129.4093171,35.9674436,경북,370701,포항남구,오천읍,37885,"경상북도 포항시 남구 오천읍 냉천로 306, 1층",054-614-8800
드림약국,128.6245489,35.8596202,대구,230005,대구수성구,범어동,42019,"대구광역시 수성구 달구벌대로 2395, (범어동,(1층))",053-754-7589
시지연합약국,128.707642,35.83963,대구,230005,대구수성구,신매동,42274,"대구광역시 수성구 달구벌대로 3210, (신매동)",053-794-0006
하나약국,128.755222,35.8127551,경북,371000,경산시,사동,38600,"경상북도 경산시 백자로 77, 1층 (사동)",053-811-1090
수정약국,128.5813518,35.8812257,대구,230003,대구북구,고성동2가,41596,"대구광역시 북구 고성로28길 2, (고성동2가)",053-358-0451
미르약국,128.3357641,36.110507,경북,370200,구미시,형곡동,39312,"경상북도 구미시 형곡동로 91, (형곡동)",054-454-1154
맑은샘약국,128.6329885,35.8848238,대구,230002,대구동구,신암동,41219,"대구광역시 동구 신암남로 180, (신암동)",053-939-0911
명약국,128.301737,36.2411669,경북,370200,구미시,선산읍,39118,"경상북도 구미시 선산읍 남문로 38, 1층 명약국",054-481-0229
삼화당약국,129.4014138,36.9920945,경북,370019,울진군,울진읍,36325,"경상북도 울진군 울진읍 울진중앙로 118, (울진읍)",054-783-2355
죽전해맑은약국,128.5390609,35.8512912,대구,230007,대구달서구,죽전동,,"대구광역시 달서구 달구벌대로 1577, (죽전동)",053-523-8899
굿모닝약국,128.9328408,35.9680417,경북,370600,영천시,문내동,38849,"경상북도 영천시 옛군청1길 34, (문내동)",054-336-3949
보현약국,128.5959329,35.8675641,대구,230006,대구중구,삼덕동1가,41942,"대구광역시 중구 동성로5길 26, 5층 (삼덕동1가)",053-425-5995
복약국,128.1577455,36.4147048,경북,370900,상주시,남성동,37197,"경상북도 상주시 중앙로 178-24, (남성동)",054-535-4345
평화약국,128.9284181,35.9612214,경북,370600,영천시,금노동,38887,"경상북도 영천시 강변로 51, (금노동)",054-331-7007
참조은약국,129.3838369,36.3594909,경북,370012,영덕군,강구면,36455,"경상북도 영덕군 강구면 강구대게3길 11-1, (강구면)",054-733-9601
성서명가약국,128.5046943,35.8549527,대구,230007,대구달서구,이곡동,42612,"대구광역시 달서구 이곡서로 73, (이곡동)",053-584-1732
민다약국,128.2671006,35.7291887,경북,370002,고령군,대가야읍,40137,"경상북도 고령군 대가야읍 왕릉로 105-1, 105",054-954-1011
대은약국,128.532605,35.816834,대구,230007,대구달서구,상인동,42788,"대구광역시 달서구 월배로 170, (상인동)",053-637-0790
태전제일약국,128.5471636,35.9225882,대구,230003,대구북구,태전동,41462,"대구광역시 북구 칠곡중앙대로 302, (태전동)",053-312-3525
삼광온누리약국,128.544805,35.8453445,대구,230007,대구달서구,성당동,42654,"대구광역시 달서구 당산로 88, (성당동)",053-625-2626
메디칼약국,128.6060376,35.8670082,대구,230006,대구중구,동인동2가,41944,"대구광역시 중구 국채보상로140길 40, (동인동2가)",053-422-4868
강남약국,128.6151594,35.8626522,대구,230005,대구수성구,수성동4가,42004,"대구광역시 수성구 수성로 412, 117동 104호 (수성동4가, 수성보성타운상가)",053-746-1445
수약국,128.5714478,35.8728896,대구,230004,대구서구,비산동,41799,"대구광역시 서구 달서로 120, (비산동)",053-555-1275
맑은샘약국,129.2169494,35.8487305,경북,370100,경주시,성동동,38139,"경상북도 경주시 원화로 313, (성동동)",054-744-8275
희망약국,128.6658939,35.8809253,대구,230002,대구동구,방촌동,41162,"대구광역시 동구 동촌로 238, (방촌동)",053-985-2007
추계약국,128.5739958,35.8850181,대구,230004,대구서구,원대동3가,41730,"대구광역시 서구 달서로 260, (원대동3가)",053-356-7877
엠스퀘어약국,128.4628865,35.6930595,대구,230100,대구달성군,유가읍,43018,"대구광역시 달성군 유가면 테크노상업로 120, 321호 (테크노폴리스M스퀘어+)",053-617-3553
편한약국,129.4146234,35.9734305,경북,370701,포항남구,오천읍,37906,"경상북도 포항시 남구 오천읍 정몽주로 621-0, 621",054-291-5507
그랜드엠약국,128.5301261,35.8501307,대구,230007,대구달서구,용산동,42637,"대구광역시 달서구 용산로 141, 104호 (용산동)",053-559-1008
솔약국,128.621466,35.8597982,대구,230005,대구수성구,수성동4가,42017,"대구광역시 수성구 달구벌대로 2365, (수성동4가)",053-753-8066
소은약국,128.6101257,35.8801163,대구,230003,대구북구,대현동,41570,"대구광역시 북구 대현남로6길 29, (대현동)",053-944-4777
대원약국,129.5023606,35.8044906,경북,370100,경주시,감포읍,38125,"경상북도 경주시 감포읍 감포로7길 2, (감포읍)",054-744-3085
백세약국,128.5736262,35.850816,대구,230001,대구남구,대명동,42454,"대구광역시 남구 성당로 204, (대명동)",053-651-1130
바른약국,128.3386517,36.1140836,경북,370200,구미시,형곡동,39294,"경상북도 구미시 신시로 69, 미르빌딩 1층 (형곡동)",054-456-5200
연합약국,128.5448475,35.8126621,대구,230007,대구달서구,상인동,42811,"대구광역시 달서구 월곡로 184, 106호 (상인동)",053-634-7118
성모약국,128.5679937,35.844408,대구,230001,대구남구,대명동,42471,"대구광역시 남구 두류공원로17길 39, 101호 (대명동, 금오맨션)",053-312-0036
더편한약국,128.52483,35.8144356,대구,230007,대구달서구,진천동,42784,"대구광역시 달서구 월배로 93, 1층 (진천동)",053-637-6665
동산약국,128.6235222,36.8231339,경북,370500,영주시,영주동,36096,"경상북도 영주시 구성로350번길 2, (영주동)",054-631-2393
이화온누리약국,128.1274441,36.1219157,경북,370300,김천시,모암동,39579,"경상북도 김천시 용암로 19-16, (모암동)",054-437-4300
펜타약국,128.719891,35.8300949,경북,371000,경산시,중산동,38662,"경상북도 경산시 펜타힐즈로 74, 1층 120호 (중산동)",053-801-2933
대치라벤더약국,127.062676,37.4945786,서울,110001,강남구,대치동,06280,"서울특별시 강남구 남부순환로 2947, 재경빌딩 6층 601호 (대치동)",02-501-7582
건강한약국,128.6246126,35.895003,대구,230003,대구북구,복현동,41528,"대구광역시 북구 복현로 34-1, 1층 (복현동)",
청마약국,128.5858908,35.8451369,대구,230001,대구남구,대명동,42418,"대구광역시 남구 명덕시장길 50, 1층 (대명동)",053-651-9419
성서수약국,128.4783178,35.8533591,대구,230007,대구달서구,호산동,42602,"대구광역시 달서구 달구벌대로 1015, 1, 2층 (호산동)",053-588-7585
서변우리약국,128.5988098,35.9208353,대구,230003,대구북구,서변동,41476,"대구광역시 북구 호국로 215, 대성골든프라자2차 2층 205호 (서변동)",053-952-2277
한솔약국,128.5787463,35.8704787,대구,230004,대구서구,내당동,41806,"대구광역시 서구 국채보상로 438, (내당동)",053-572-2531
미광약국,128.7351457,35.8234606,경북,371000,경산시,중방동,38623,"경상북도 경산시 중앙로 77, 1층 (중방동)",053-283-0031
수플러스온누리약국,128.5708837,35.8390419,대구,230001,대구남구,대명동,42485,"대구광역시 남구 대명로 124, (대명동)",053-625-1018
누리약국,128.6163607,35.8540407,대구,230005,대구수성구,수성동2가,42132,"대구광역시 수성구 명덕로 424, (수성동2가)",053-763-7110
창생당약국,129.2033485,35.8677061,경북,370100,경주시,현곡면,38051,"경상북도 경주시 현곡면 금장5길 8-4, (현곡면)",054-777-2395
하나로약국,128.4871823,35.7992908,대구,230100,대구달성군,화원읍,42945,"대구광역시 달성군 화원읍 성천로 9, (달성하나로클럽)",053-636-6009
유한약국,128.8193572,35.9136829,경북,371000,경산시,하양읍,38436,"경상북도 경산시 하양읍 하양로 108-1, (하양읍)",053-854-7900
지묘제일약국,128.6400547,35.9402827,대구,230002,대구동구,지묘동,41005,"대구광역시 동구 파계로6길 32, 1층 (지묘동, 노블하이츠 103호)",053-981-0770
김약국,128.6236719,35.8690693,대구,230002,대구동구,신천동,41261,"대구광역시 동구 장등로 20, 2층 (신천동)",053-256-2229
가나약국,128.5327426,35.8175741,대구,230007,대구달서구,상인동,42781,"대구광역시 달서구 월배로 175, 우리빌딩 102호 (상인동)",053-638-9404
참사랑이화약국,126.9215757,37.5630954,서울,110009,마포구,연남동,03989,"서울특별시 마포구 연남로 42, 상가B동 117호 (연남동, 코오롱하늘채아파트)",02-6358-5865
신안온누리약국,126.6992363,37.6195762,경기,312300,김포시,감정동,10104,"경기도 김포시 감정로38번길 16, 128동 116,117,119호 (감정동, 신안실크밸리1차아파트)",031-983-6196
만우약국,128.5974373,35.8653184,대구,230006,대구중구,삼덕동1가,41942,"대구광역시 중구 동성로1길 77, (삼덕동1가)",053-423-3239
대곡강산약국,128.5338663,35.8073168,대구,230007,대구달서구,도원동,42832,"대구광역시 달서구 한실로 65, 1층 (도원동)",053-634-2626
은행약국,128.6656295,35.881624,대구,230002,대구동구,방촌동,41146,"대구광역시 동구 동촌로 229, 1층 (방촌동)",053-982-3535
소명약국,127.0568875,37.6829763,서울,110022,노원구,상계동,01621,"서울특별시 노원구 동일로250길 17, 108호 (상계동, 은빛3단지아파트)",02-934-9114
송약국,126.8737891,37.5249842,서울,110020,양천구,목동,08000,"서울특별시 양천구 오목로 325, 지하1층 (목동)",02-2062-2575
태평양약국,128.4540823,35.8232428,경북,370002,고령군,다산면,40109,"경상북도 고령군 다산면 다산로 701, (다산면)",054-955-9255
참행복한약국,128.6267241,35.8761936,대구,230002,대구동구,신천동,41242,"대구광역시 동구 동부로22길 2, 103호 (신천동, 서한코보스카운티 )",053-741-0033
천사약국,128.1272358,36.1218678,경북,370300,김천시,모암동,39579,"경상북도 김천시 용암로 19-17, (모암동)",054-437-6004
선사약국,127.1285986,37.5523137,서울,110002,강동구,암사동,05263,"서울특별시 강동구 올림픽로 800, (암사동)",02-442-8418
마프자서울약국,126.9477995,37.5537271,서울,110009,마포구,염리동,04124,"서울특별시 마포구 대흥로24길 24, 상가A동 206호 (염리동)",02-711-3119
소명약국,128.5573684,35.8754065,대구,230004,대구서구,평리동,41774,"대구광역시 서구 문화로 230, 상가 301동 108호 (평리동, 서대구역반도유보라센텀)",053-567-3129
정감약국,127.1235095,37.5399341,서울,110002,강동구,천호동,05248,"서울특별시 강동구 올림픽로 653, 우장빌딩 1층 109호 (천호동)",02-472-0368
강동프라자약국,127.1232685,37.5370559,서울,110002,강동구,성내동,05378,"서울특별시 강동구 올림픽로 624, 강동메디컬센터 1층 (성내동)",02-470-0203
신대온누리약국,128.7643261,35.8416116,경북,371000,경산시,압량읍,38536,"경상북도 경산시 압량면 압독3로 21, 1층 101호",053-802-0857
수현약국,128.5953252,35.8704373,대구,230006,대구중구,동성로2가,41937,"대구광역시 중구 동성로 39, 12층 (동성로2가)",053-252-0936
유약국,126.8505366,37.5534299,서울,110003,강서구,화곡동,07649,"서울특별시 강서구 화곡로 329, 101호 (화곡동)",02-2695-7576
제일약국,128.5859363,35.8453148,대구,230001,대구남구,대명동,42417,"대구광역시 남구 명덕시장길 53, 1층 (대명동)",070-7582-8247
튼튼약국,129.3872095,36.0890075,경북,370702,포항북구,양덕동,37572,"경상북도 포항시 북구 법원로 157, (양덕동)",054-242-6060
한일약국,128.5960431,35.8705269,대구,230006,대구중구,동성로2가,41938,"대구광역시 중구 국채보상로 598, (동성로2가)",053-424-4664
옹기 한약국,128.6081035,35.8379122,대구,230005,대구수성구,상동,42158,"대구광역시 수성구 수성로25길 66, 1층 (상동)",053-766-8895
플러스약국,129.2248628,35.8734415,경북,370100,경주시,용강동,38071,"경상북도 경주시 공단로 97, (용강동)",054-772-3759
정든약국,128.6124602,35.8804885,대구,230002,대구동구,신암동,41200,"대구광역시 동구 신암로 120, 1층 (신암동)",053-953-0815
그랜드약국,128.1914188,36.5867322,경북,370800,문경시,모전동,36981,"경상북도 문경시 당교로 261, (모전동)",054-554-3070
연세약국,126.8391664,37.5418323,서울,110003,강서구,화곡동,07714,"서울특별시 강서구 화곡로 161, 대성빌딩 104,105호 (화곡동)",2065-8234
동문약국,128.6260283,35.8846434,대구,230002,대구동구,신암동,41199,"대구광역시 동구 아양로 115, 1층 (신암동)",053-939-6902
봉천당약국,126.9556234,37.4796143,서울,110004,관악구,봉천동,08789,"서울특별시 관악구 봉천로 518, (봉천동)",02-883-7425
올리브약국,128.5818626,35.8684656,대구,230006,대구중구,대신동,41927,"대구광역시 중구 달성로 37, 계성빌딩 1층 (대신동)",053-256-7588
보건정문약국,128.5576831,35.9427527,대구,230003,대구북구,동천동,41422,"대구광역시 북구 팔거천동로 209, 1층 (동천동)",053-322-9909
본약국,127.0540338,37.5831513,서울,110007,동대문구,전농동,02505,"서울특별시 동대문구 전농로 212, 1층 (전농동)",02-3394-7786
새솔약국,128.5723962,35.8724694,대구,230004,대구서구,비산동,41799,"대구광역시 서구 국채보상로 379, 1층 (비산동)",053-551-1254
열린약국,128.7221685,36.5668882,경북,370400,안동시,금곡동,36690,"경상북도 안동시 서동문로 93-1, (금곡동)",054-855-8807
수약국,128.5456744,35.9203716,대구,230003,대구북구,태전동,41458,"대구광역시 북구 태전로 1, 101동 102호 (태전동, 태전역 더 뉴클래스)",053-311-7550
홈케어웰빙약국,126.7495742,37.6748161,경기,311902,고양일산서구,,10380,"경기도 고양시 일산서구 중앙로 1547, 112호 (대화동, 킨텍스존)",031-913-7800
주성건강약국,127.4882336,36.6558528,충북,330103,청주청원구,내덕동,28479,"충청북도 청주시 청원구 상당로 307, 1층 (내덕동)",043-223-9771
대화건강약국,126.7479366,37.6755328,경기,311902,고양일산서구,,10381,"경기도 고양시 일산서구 중앙로 1563, 103호 (대화동, 영림브레아)",031-911-0381
대웅약국,127.9962024,36.7646318,충북,330001,괴산군,연풍면,28013,"충청북도 괴산군 연풍면 향교로 25, (연풍면)",043-833-5885
유명약국,127.794253,36.809172,충북,330001,괴산군,괴산읍,28030,"충청북도 괴산군 괴산읍 읍내로11길 3, (괴산읍)",043-832-3355
증평선경약국,127.5797086,36.7829722,충북,330011,증평군,증평읍,27928,"충청북도 증평군 증평읍 역전로 34-1, (증평읍)",043-836-9294
은혜약국,128.2985971,37.034415,충북,330002,단양군,매포읍,27005,"충청북도 단양군 매포읍 평동3로 4, (매포읍)",043-422-5511
바른 약국,128.8196946,35.9139092,경북,371000,경산시,하양읍,38436,"경상북도 경산시 하양읍 하양로 112, 101호",053-852-2277
수성약국,128.6126671,35.8424876,대구,230005,대구수성구,중동,42155,"대구광역시 수성구 수성로 192, (중동)",053-762-3345
휴베이스 동아약국,126.9613023,37.4769679,서울,110004,관악구,봉천동,08792,"서울특별시 관악구 봉천로 576, 1층 106호 (봉천동, 동아타운아파트)",02-6949-5732
하은약국,128.6055007,35.8671303,대구,230006,대구중구,동인동2가,41944,"대구광역시 중구 동덕로30길 29, 1층 (동인동2가)",053-431-0091
한영약국,128.6229008,35.8403364,대구,230005,대구수성구,황금동,42149,"대구광역시 수성구 청수로 133, 103호 (황금동)",053-765-0010
시장약국,128.1238797,36.1162856,경북,370300,김천시,황금동,39594,"경상북도 김천시 양금로 247, 1층 (황금동)",054-436-4925
힘찬약국,128.5880696,35.8752073,대구,230006,대구중구,수창동,41916,"대구광역시 중구 서성로 96, 1층 (수창동)",053-427-7778
백일온누리약국,128.5588528,35.8375717,대구,230001,대구남구,대명동,42482,"대구광역시 남구 대명로 12, 1층 (대명동)",053-655-0109
보광약국,128.6380878,35.8968431,대구,230002,대구동구,지저동,41044,"대구광역시 동구 해동로 15, (지저동)",053-981-7209
한솔약국,128.4468592,35.691835,대구,230100,대구달성군,현풍읍,43005,"대구광역시 달성군 현풍읍 현풍중앙로 28, 1층",053-611-3024
행복한약국,128.5364556,35.8511833,대구,230007,대구달서구,죽전동,42633,"대구광역시 달서구 와룡로41길 11, 1층 (죽전동)",053-568-2326
푸른약국,128.3384624,36.1261695,경북,370200,구미시,원평동,39227,"경상북도 구미시 구미중앙로 149, 104호 (원평동)",054-455-1908
새경희약국,127.0514948,37.5930581,서울,110007,동대문구,회기동,02454,"서울특별시 동대문구 경희대로1가길 27, (회기동)",02-964-2199
경희온누리약국,127.0517592,37.5930179,서울,110007,동대문구,회기동,02454,"서울특별시 동대문구 경희대로1가길 32, (회기동)",02-3295-0055
햇살조은약국,127.0561876,37.1998196,경기,312500,화성시,능동,18429,"경기도 화성시 10용사로 349-7, 세렌메디 304호 (능동)",031-613-3037
꿈나무약국,128.5292488,35.7990075,대구,230007,대구달서구,대곡동,42829,"대구광역시 달서구 한실로6길 98, 에스엔피빌딩 201호 (대곡동)",053-641-5599
혜민약국,127.026976,37.6223135,서울,110024,강북구,미아동,01175,"서울특별시 강북구 솔샘로67길 118, 1층 (미아동)",02-6406-1177
진약국,128.9033501,35.0912878,부산,210012,부산강서구,명지동,46726,"부산광역시 강서구 명지국제1로 25, 우진메디컬프라 112호 (명지동)",051-201-5481
천사온누리약국,129.3874929,36.0899281,경북,370702,포항북구,양덕동,37572,"경상북도 포항시 북구 장량중앙로 52, 양덕프라자 103층 (양덕동)",054-254-9004
가가약국,128.533332,35.8183886,대구,230007,대구달서구,상인동,42781,"대구광역시 달서구 월배로 183, 지하 1층 (상인동, 상인 대성 스카이렉스)",053-638-9296
경산새봄약국,128.7536783,35.8205951,경북,371000,경산시,계양동,38580,"경상북도 경산시 원효로 154, 1층 (계양동)",053-555-3034
삼성약국,128.5893415,35.8700627,대구,230006,대구중구,수동,41934,"대구광역시 중구 국채보상로 536, (수동, 대신증권)",053-252-1596
우리함께약국,128.5508744,35.8549359,대구,230007,대구달서구,두류동,42645,"대구광역시 달서구 달구벌대로 1690, 1층 (두류동)",053-656-5521
건강한약국,128.3460735,36.0684472,경북,370024,칠곡군,북삼읍,39810,"경상북도 칠곡군 북삼읍 금오대로 255, 1층",054-973-2725
경북온누리약국,128.6064053,35.8669844,대구,230006,대구중구,동인동4가,41945,"대구광역시 중구 동덕로30길 45, (동인동4가)",053-254-1985
다봄약국,128.7234263,35.8680105,대구,230002,대구동구,각산동,41082,"대구광역시 동구 안심로 359, 1층 (각산동)",053-964-6433
위드팜새동산약국,128.5825118,35.8703918,대구,230006,대구중구,동산동,41931,"대구광역시 중구 국채보상로 474, (동산동)",053-252-6292
장안약국,128.9789481,35.1384226,부산,210015,부산사상구,학장동,47051,"부산광역시 사상구 대동로 100-1, (학장동)",051-325-7679
백만약국,128.6377126,35.8944914,대구,230002,대구동구,지저동,41049,"대구광역시 동구 해동로 39, 1층 (지저동)",053-982-8171
강남미소약국,127.0393589,37.5000425,서울,110001,강남구,역삼동,06223,"서울특별시 강남구 논현로86길 22, 1층 (역삼동)",02-555-5640
마포온누리약국,126.9459479,37.5408037,서울,110009,마포구,도화동,04167,"서울특별시 마포구 큰우물로 76, 고려빌딩 101호 (도화동)",02-717-0608
샤인라벤더약국,126.7696068,37.5033357,경기,310303,부천원미구,중동,14548,"경기도 부천시 원미구 길주로 246, 부천중동리슈빌엔클래스 2층 214호 (중동)",032-329-5931
건강약국,128.1121687,36.1243175,경북,370300,김천시,평화동,39609,"경상북도 김천시 김천로 92, 1층 (평화동)",054-434-7077
하나로약국,127.0508314,37.6551106,서울,110006,도봉구,창동,01413,"서울특별시 도봉구 마들로11길 20, 1층 (창동, 농협창동유통센타)",02-903-0903
미소약국,128.9836125,35.1737155,부산,210015,부산사상구,덕포동,46948,"부산광역시 사상구 사상로 325, (덕포동)",051-305-3354
온누리건강약국,128.2261209,37.1326947,충북,330300,제천시,신백동,27178,"충청북도 제천시 의병대로 233, (신백동)",043-642-4300
성원약국,126.9913415,37.3062278,경기,310602,수원장안구,정자동,16337,"경기도 수원시 장안구 장안로 272, (정자동)",031-254-6063
제일연합약국,129.3407365,36.024957,경북,370701,포항남구,대잠동,37678,"경상북도 포항시 남구 대이로 109, 비전그랜드빌딩 106호 (대잠동)",054-275-7531
