dutyName,wgs84Lat,wgs84Lon,dutyAddr,dutyEmclsName,dutyTel1,dutyTel3,dutyEmcls,hpid,phpid,rnum
강북삼성병원,37.56849763,126.9679381,서울특별시 종로구 새문안로 29 (평동),지역응급의료센터,02-2001-2001,02-2001-1000,G006,A1100006,A1100006,23
강북으뜸병원,37.62542056,127.0261845,"서울특별시 강북구 도봉로 187, 지하1층, 2층~5층 (미아동)",응급의료기관 외의 의료기관(응급의료시설),02-986-0334,02-986-0334,G009,A1121842,A1121842,24
강원대학교병원,37.87497158,127.7444857,강원특별자치도 춘천시 백령로 156 (효자동),지역응급의료센터,033-258-2000,033-258-2245,G006,A2200009,A2200009,25
강원특별자치도강릉의료원,37.74931042,128.8887963,강원특별자치도 강릉시 경강로 2007 (남문동),지역응급의료기관,033-610-1200,033-610-1234,G007,A2200011,A2200011,26
강원특별자치도삼척의료원,37.44027923,129.1637001,강원특별자치도 삼척시 오십천로 418 (남양동),지역응급의료센터,033-572-1141,033-570-7431,G006,A2200007,A2200007,27
강원특별자치도속초의료원,38.21622785,128.5891195,강원특별자치도 속초시 영랑호반길 3 (영랑동),지역응급의료센터,033-630-6000,033-630-6036,G006,A2200012,A2200012,28
강원특별자치도영월의료원,37.1865884,128.4653053,강원특별자치도 영월군 영월읍 중앙1로 59-  ( ),지역응급의료기관,033-370-9101,033-370-9129,G007,A2200002,A2200002,29
강원특별자치도원주의료원,37.33249603,127.948962,"강원특별자치도 원주시 서원대로 387 (개운동, 지방공사강원도원주의료원)",지역응급의료기관,033-761-6911,033-760-4701,G007,A2200015,A2200015,30
창원경상국립대학교병원,35.19921298,128.7078072,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",지역응급의료센터,055-214-2000,055-214-1339,G006,A2803505,A2803505,441
창원파티마병원,35.23724183,128.6444853,경상남도 창원시 의창구 창이대로 45 (명서동),지역응급의료센터,055-270-1000,055-270-1119,G006,A2800004,A2800004,442
창원한마음병원,35.23797963,128.6990593,경상남도 창원시 의창구 용동로57번길 8 (사림동),지역응급의료센터,055-225-0000,055-225-0350,G006,A2800007,A2800007,443
철원병원,38.15033057,127.3080277,강원특별자치도 철원군 갈말읍 명성로 208-0,지역응급의료기관,033-452-5011,033-450-3300,G007,A2201730,A2201730,444
첨단종합병원,35.22113374,126.8453021,광주광역시 광산구 첨단중앙로170번길 59 (쌍암동),지역응급의료센터,062-601-8000,062-601-8119,G006,A1500011,A1500011,445
청송군보건의료원,36.43104059,129.0526609,경상북도 청송군 청송읍 의료원길 19,지역응급의료기관,054-870-7100,054-870-7119,G007,E2700554,E2700554,446
청양군보건의료원,36.45529646,126.8045584,충청남도 청양군 청양읍 칠갑산로7길 54,지역응급의료기관,041-942-3401,041-940-4951,G007,E2400032,E2400032,447
청주성모병원,36.67380133,127.4854696,충청북도 청주시 청원구 주성로 173-19 (주중동),지역응급의료센터,043-219-8000,043-219-8119,G006,A2300008,A2300008,448
청주현대병원,36.63298741,127.4246343,충청북도 청주시 흥덕구 비하로 65 (비하동),응급의료기관 외의 의료기관(응급의료시설),043-237-2114,043-237-1119,G009,A2300019,A2300019,449
추병원,37.74996009,127.0450971,경기도 의정부시 평화로 650 (의정부동),지역응급의료기관,031-845-7777,031-845-8313,G007,A2100150,A2100150,450
의료법인백제병원,36.19250243,127.0943698,충청남도 논산시 시민로294번길 14 (취암동),지역응급의료센터,041-733-2191,041-730-8888,G006,A2400009,A2400009,311
의료법인백천의료재단바로본병원,35.86845464,128.6151837,대구광역시 동구 국채보상로 769 (신천동),응급의료기관 외의 의료기관(응급의료시설),1644-8575,053-721-8549,G009,A1300033,A1300033,312
의료법인보광의료재단속초보광병원,38.19802125,128.5783866,강원특별자치도 속초시 중앙로 11 (교동),지역응급의료기관,033-639-8500,033-639-8988,G007,A2200046,A2200046,313
의료법인삼백의료재단상주성모병원,36.42029126,128.1597334,경상북도 상주시 냉림서성길 7 (냉림동),지역응급의료기관,054-532-5001,054-530-7811,G007,A2700009,A2700009,314
의료법인생명사랑의료재단밀양윤병원,35.48468032,128.7556453,경상남도 밀양시 삼문중앙로 32 (삼문동),지역응급의료기관,055-354-2200,055-802-7314,G007,A2800057,A2800057,315
의료법인서명의료재단세명병원,35.82621911,128.7374074,경상북도 경산시 경안로 208 (중방동),지역응급의료기관,053-819-8800,053-819-8500,G007,A2700036,A2700036,316
의료법인서울효천의료재단에이치플러스양지병원,37.48427507,126.9325392,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",지역응급의료센터,02-1877-8875,070-4665-9119,G006,A1100041,A1100041,317
의료법인서준의료재단예천권병원,36.65741645,128.4589049,경상북도 예천군 예천읍 시장로 136,지역응급의료기관,054-654-6611,054-650-2119,G007,A2700023,A2700023,318
의료법인서해병원,36.08449429,126.6875811,충청남도 서천군 서천읍 서천로 184,지역응급의료기관,041-951-8282,041-950-0219,G007,A2400044,A2400044,319
의료법인석경의료재단센트럴병원,37.33640947,126.7276886,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",지역응급의료기관,031-8041-3000,031-8041-3019,G007,A2100027,A2100027,320
가톨릭대학교 인천성모병원,37.48455865,126.7247081,인천광역시 부평구 동수로 56 (부평동),지역응급의료센터,032-280-6364,032-280-6107,G006,A1400012,A1400012,11
가톨릭대학교부천성모병원,37.48744774,126.7924346,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",지역응급의료센터,032-1577-0675,032-340-2100,G006,A2100052,A2100052,12
가톨릭대학교성빈센트병원,37.27792235,127.0274495,경기도 수원시 팔달구 중부대로 93 (지동),지역응급의료센터,031-1577-8588,031-249-7370,G006,A2100012,A2100012,13
가톨릭대학교의정부성모병원,37.75865548,127.0776729,"경기도 의정부시 천보로 271, 의정부성모병원 (금오동)",권역응급의료센터,1661-7500,031-820-5200,G001,A2100040,A2100040,14
강남고려병원,37.48561884,126.9567817,서울특별시 관악구 관악로 242 (봉천동),응급의료기관 외의 의료기관(응급의료시설),1661-8267,02-874-7227,G009,A1100047,A1100047,15
강남베드로병원,37.48561218,127.0395873,"서울특별시 강남구 남부순환로 2649, 베드로병원 (도곡동)",응급의료기관 외의 의료기관(응급의료시설),1544-7522,1544-7522,G009,A1100141,A1100141,16
강남병원,37.27377984,127.1114072,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",지역응급의료센터,031-300-0114,031-300-0119,G006,A2100029,A2100029,17
강남종합병원,35.88300855,128.663456,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",지역응급의료기관,053-980-9000,053-980-9018,G007,A1300018,A1300018,18
강남힐병원,37.48165134,126.9116481,"서울특별시 관악구 남부순환로 1449, 강남힐병원 (신림동)",응급의료기관 외의 의료기관(응급의료시설),02-853-4600,02-853-9100,G009,A1100076,A1100076,19
강동경희대학교의대병원,37.55204593,127.1570848,서울특별시 강동구 동남로 892 (상일동),권역응급의료센터,02-440-7114,02-440-7000,G001,A1100043,A1100043,20
연천군보건의료원,38.02374167,127.0612444,경기도 연천군 전곡읍 은대성로 95,지역응급의료기관,031-839-4001,031-839-4119,G007,E2100187,E2100187,231
영광종합병원,35.28418362,126.4989403,"전라남도 영광군 영광읍 와룡로 3,",지역응급의료기관,061-350-8000,061-350-8129,G007,A2600015,A2600015,232
영남대학교병원,35.84750592,128.5851312,대구광역시 남구 현충로 170 (대명동),권역응급의료센터,053-623-8001,053-620-3177,G001,A1300001,A1300001,233
영남대학교의과대학부속영천병원,35.95732074,128.9130533,경상북도 영천시 오수1길 10 (오수동),지역응급의료기관,543389000,054-330-7575,G007,A2700017,A2700017,234
영도병원,35.0922712,129.0405371,부산광역시 영도구 태종로 85 (대교동2가),지역응급의료기관,051-414-8101,051-419-7575,G007,A1200014,A1200014,235
영암한국병원,34.79434132,126.7011699,전라남도 영암군 영암읍 오리정길 8,지역응급의료기관,061-470-7100,061-470-7118,G007,A2600070,A2600070,236
영주기독병원,36.82516127,128.6211481,경상북도 영주시 구성로 380 (영주동),지역응급의료기관,054-635-6161,054-635-3050,G007,A2700031,A2700031,237
영주자인병원,36.81594745,128.6056104,경상북도 영주시 대동로31번길 9 (가흥동),응급의료기관 외의 의료기관(응급의료시설),054-633-1131,,G009,A2700020,A2700020,238
영주적십자병원,36.82525797,128.6040035,"경상북도 영주시 대학로 327-0 (가흥동,영주적십자병원)",지역응급의료기관,054-630-0100,054-630-0112,G007,A2702752,A2702752,239
예산명지병원,36.71373026,126.8341696,충청남도 예산군 예산읍 신례원로 26,응급의료기관 외의 의료기관(응급의료시설),041-335-2255,041-335-5166,G009,A2400015,A2400015,240
경기도의료원포천병원,37.90326402,127.1983186,경기도 포천시 포천로 1648 (신읍동),지역응급의료센터,031-539-9114,031-539-9119,G006,A2100031,A2100031,41
경북대학교병원,35.8662355,128.6043147,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",권역응급의료센터,053-200-5114,053-200-5100,G001,A1300002,A1300002,42
경상국립대학교병원,35.17634017,128.0956481,경상남도 진주시 강남로 79 (칠암동),권역응급의료센터,055-750-8000,055-750-8282,G001,A2800001,A2800001,43
경상남도마산의료원,35.1990682,128.5655198,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),지역응급의료기관,055-249-1000,055-249-1119,G007,A2800025,A2800025,44
경상북도김천의료원,36.12249076,128.1264933,경상북도 김천시 모암길 24 (모암동),지역응급의료기관,054-432-8901,054-429-8234,G007,A2700018,A2700018,45
경상북도안동의료원,36.56826733,128.7321334,"경상북도 안동시 태사2길 55 (북문동, 470)",지역응급의료기관,054-850-6000,054-850-6100,G007,A2700001,A2700001,46
경상북도포항의료원,36.03462413,129.354993,"경상북도 포항시 북구 용흥로 36 (용흥동, (용흥동))",지역응급의료기관,054-247-0551,054-245-0129,G007,A2700005,A2700005,47
경찰병원,37.49641321,127.1234879,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",지역응급의료기관,02-3400-1114,02-3400-1300,G007,A1100039,A1100039,48
경희대학교병원,37.59387655,127.0518322,서울특별시 동대문구 경희대로 23 (회기동),지역응급의료센터,02-958-8114,02-958-8114,G006,A1100001,A1100001,49
계명대학교경주동산병원,35.84545696,129.2096403,경상북도 경주시 봉황로 65 (서부동),응급의료기관 외의 의료기관(응급의료시설),054-770-9500,054-770-9420,G009,A2700097,A2700097,50
의료법인석영의료재단창원제일종합병원,35.19903607,128.5677292,경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),응급의료기관 외의 의료기관(응급의료시설),055-223-9000,055-249-7777,G009,A2800018,A2800018,321
의료법인석천재단고창병원,35.43645131,126.6933181,전북특별자치도 고창군 고창읍 화신1길 9,지역응급의료기관,063-560-5600,063-560-5558,G007,A2500009,A2500009,322
의료법인성광의료재단일산차병원,37.65413326,126.7757431,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",지역응급의료기관,031-782-8300,031-782-8587,G007,A2116972,A2116972,323
의료법인성심의료재단양구성심병원,38.10477889,127.9911973,강원특별자치도 양구군 양구읍 중심로 160,지역응급의료기관,033-480-8803,033-480-8816,G007,A2200037,A2200037,324
의료법인성지의료재단성지병원,37.34529898,127.9540092,강원특별자치도 원주시 원일로 22 (인동),지역응급의료기관,033-760-3101,033-760-3119,G007,A2200024,A2200024,325
의료법인성화의료재단대한병원,37.63547043,127.0226725,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",응급의료기관 외의 의료기관(응급의료시설),02-903-3232,02-905-9110,G009,A1100030,A1100030,326
의료법인송암의료재단마이크로병원,36.6340215,127.4500945,충청북도 청주시 흥덕구 사직대로 26 (복대동),응급의료기관 외의 의료기관(응급의료시설),043-265-0071,070-7038-2717,G009,A2300039,A2300039,327
의료법인송은의료재단울산시티병원,35.5828537,129.3590574,울산광역시 북구 산업로 1007 (연암동),지역응급의료센터,052-280-9000,052-280-9119,G006,A1700025,A1700025,328
의료법인숭인의료재단 김해복음병원,35.23048978,128.8935458,경상남도 김해시 활천로 33 (삼정동),지역응급의료센터,055-330-8888,055-330-8844,G006,A2800006,A2800006,329
의료법인승연의료재단 삼천포서울병원,34.93302179,128.0801202,경상남도 사천시 남일로 33 (동금동),지역응급의료기관,055-835-9900,055-830-9019,G007,A2800068,A2800068,330
미즈메디병원,37.55225379,126.8360254,서울특별시 강서구 강서로 295 (내발산동),응급의료기관 외의 의료기관(응급의료시설),02-2007-1252,02-2007-1118,G009,A1100046,A1100046,141
바른마디병원,37.44526964,127.1625665,경기도 성남시 중원구 광명로 330 (금광동),응급의료기관 외의 의료기관(응급의료시설),031-735-9110,,G009,A2106200,A2106200,142
바른병원,37.27373314,127.4503893,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",응급의료기관 외의 의료기관(응급의료시설),031-630-0300,031-630-0399,G009,A2100180,A2100180,143
반도병원,35.19175352,128.0882823,경상남도 진주시 남강로 701 (장대동),지역응급의료기관,557476000,055-749-0200,G007,A2800084,A2800084,144
베데스다복음병원,35.35322218,129.0435681,경상남도 양산시 신기로 28 (신기동),응급의료기관 외의 의료기관(응급의료시설),055-384-9901,,G009,A2800019,A2800019,145
보성아산병원,34.77547052,127.1042841,전라남도 보성군 미력면 가평길 36-17,지역응급의료기관,061-850-3410,061-850-3119,G007,A2600052,A2600052,146
본바른병원,35.32699482,129.0152649,"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층",응급의료기관 외의 의료기관(응급의료시설),055-785-3117,055-785-3117,G009,A2803867,A2803867,147
부민병원,37.55694089,126.8509495,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",지역응급의료기관,1577-7582,02-2620-0119,G007,A1100036,A1100036,148
부산광역시의료원,35.18731265,129.0591792,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",지역응급의료기관,051-507-3000,051-607-2140,G007,A1200024,A1200024,149
부산대학교병원,35.10105418,129.0192221,부산광역시 서구 구덕로 179 (아미동1가),지역응급의료센터,051-240-7000,051-240-7776,G006,A1200002,A1200002,150
아산충무병원,36.7792925,127.0199489,충청남도 아산시 문화로 381 (모종동),지역응급의료센터,041-536-6666,041-536-6519,G006,A2402257,A2402257,211
아주대학교병원,37.27944776,127.0475211,경기도 수원시 영통구 월드컵로 164 (원천동),권역응급의료센터,031-219-5114,031-219-7777,G001,A2100002,A2100002,212
안동성소병원,36.56712693,128.7224535,경상북도 안동시 서동문로 99 (금곡동),지역응급의료센터,054-857-2321,054-850-8282,G006,A2700004,A2700004,213
안성성모병원,37.00610346,127.2708443,경기도 안성시 시장길 58 (서인동),지역응급의료기관,031-675-6007,031-675-8275,G007,A2100305,A2100305,214
안은의료재단 부평세림병원,37.50684251,126.7199468,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)",지역응급의료센터,032-509-5555,032-509-5777,G006,A1400013,A1400013,215
양산부산대학교병원,35.32781997,129.0058861,경상남도 양산시 물금읍 금오로 20,권역응급의료센터,055-360-1000,055-360-1463,G001,A2800011,A2800011,216
양주예쓰병원,37.83756356,127.0646389,경기도 양주시 회정로 103 (덕정동),응급의료기관 외의 의료기관(응급의료시설),031-825-5000,031-825-1119,G009,A2100134,A2100134,217
양평병원,37.49396264,127.5034709,경기도 양평군 양평읍 중앙로 129,지역응급의료기관,031-770-5000,031-770-5176,G007,A2100089,A2100089,218
에스포항병원,36.0348229,129.3314003,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",지역응급의료기관,054-289-9000,054-289-9120,G007,A2700008,A2700008,219
에이치제이매그놀리아국제병원,37.69104513,127.5214132,경기도 가평군 설악면 미사리로 267-177,응급의료기관 외의 의료기관(응급의료시설),031-589-4300,031-589-4465,G009,A2100282,A2100282,220
의료법인 온그룹의료재단 온종합병원,35.15787736,129.0499844,"부산광역시 부산진구 가야대로 719, 767, 721, 본관 지하3~5층, 본관 6~11층 전부, 본관 12층 일부, 본관 13~14층 전부, (당감동)",지역응급의료센터,051-607-0133,051-607-0139,G006,A1200020,A1200020,271
의료법인 우범의료재단 장흥종합병원,34.67726072,126.9109361,전라남도 장흥군 장흥읍 흥성로 74,지역응급의료기관,061-862-8300,061-860-1119,G007,A2600021,A2600021,272
의료법인 은성의료재단 좋은강안병원,35.15015906,129.1107243,부산광역시 수영구 수영로 493 (남천동),지역응급의료기관,051-625-0900,051-610-9119,G007,A1200008,A1200008,273
의료법인 이도의료재단 남해병원,34.84640603,127.8942516,경상남도 남해군 남해읍 화전로 169,지역응급의료기관,055-863-2201,055-860-6630,G007,A2800094,A2800094,274
의료법인 인당의료재단 부민병원,35.21191432,129.0112123,부산광역시 북구 만덕대로 59 (덕천동),지역응급의료기관,051-330-3000,051-330-3129,G007,A1200006,A1200006,275
의료법인 인당의료재단 해운대부민병원,35.16142041,129.1556561,부산광역시 해운대구 해운대로 584 (우동),지역응급의료기관,051-602-8000,051-602-8119,G007,A1205143,A1205143,276
의료법인 인봉의료재단 영등포병원,37.52685674,126.8956126,서울특별시 영등포구 당산로31길 10 (당산동3가),응급의료기관 외의 의료기관(응급의료시설),02-2635-2809,02-2632-0013,G009,A1100255,A1100255,277
의료법인 일심의료재단 포천우리병원,37.82749591,127.1481437,경기도 포천시 소흘읍 호국로 661,지역응급의료기관,031-542-0222,031-541-8282,G007,A2100036,A2100036,278
의료법인 중앙의료재단 중앙병원,33.49234615,126.4705871,"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",지역응급의료센터,064786-7000,064-786-7777,G006,A2900006,A2900006,279
의료법인 행도의료재단 해동병원,35.09194298,129.0438643,부산광역시 영도구 태종로 133 (봉래동3가),지역응급의료기관,051-412-6161,051-410-6688,G007,A1200012,A1200012,280
중앙대학교병원,37.50707428,126.9607938,서울특별시 동작구 흑석로 102 (흑석동),지역응급의료센터,1800-1114,02-6299-1338,G006,A1100003,A1100003,431
진도한국병원,34.48243254,126.2641243,전라남도 진도군 진도읍 남문길 48,지역응급의료기관,061-544-2051,061-244-2310,G007,A2600040,A2600040,432
진안군의료원,35.79518696,127.4320701,전북특별자치도 진안군 진안읍 진무로 1145-0,지역응급의료기관,063-430-7000,063-430-7119,G007,A2502031,A2502031,433
진주고려병원,35.17849132,128.0922386,"경상남도 진주시 동진로 2 (칠암동, 진주고려병원)",지역응급의료기관,055-751-2500,055-751-2525,G007,A2800015,A2800015,434
진주복음병원,35.18537657,128.0693912,경상남도 진주시 진양호로 370 (신안동),지역응급의료기관,055-749-7110,055-749-7119,G007,A2800037,A2800037,435
진주세란병원,35.17448762,128.0929506,경상남도 진주시 진주대로 829 (주약동),응급의료기관 외의 의료기관(응급의료시설),055-760-7578,055-760-7575,G009,A2800044,A2800044,436
차의과학대학교 강남차병원,37.50680003,127.0346687,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",응급의료기관 외의 의료기관(응급의료시설),02-3468-3000,02-3468-3060,G009,A1100057,A1100057,437
차의과학대학교부속구미차병원,36.11452808,128.3405465,경상북도 구미시 신시로10길 12 (형곡동),권역응급의료센터,054-450-9700,054-450-9998,G001,A2700007,A2700007,438
차의과학대학교분당차병원,37.41011459,127.1250837,경기도 성남시 분당구 야탑로 59 (야탑동),권역응급의료센터,031-780-5000,031-780-5840,G001,A2100030,A2100030,439
참조은병원,37.41095383,127.2602238,경기도 광주시 광주대로 45 (경안동),지역응급의료센터,1600-9955,031-881-9119,G006,A2100155,A2100155,440
서울특별시보라매병원,37.4937184,126.9240488,서울특별시 동작구 보라매로5길 20 (신대방동),지역응급의료센터,02-870-2114,02-870-2119,G006,A1100040,A1100040,181
서울특별시서남병원,37.51201936,126.8331299,서울특별시 양천구 신정이펜1로 20 (신정동),지역응급의료기관,1566-6688,02-6300-9129,G007,A1100223,A1100223,182
서울특별시서울의료원,37.61286932,127.0980911,서울특별시 중랑구 신내로 156 (신내동),권역응급의료센터,02-2276-7000,02-2276-7403,G001,A1100035,A1100035,183
서울현대병원,37.64025592,127.0285044,"서울특별시 강북구 도봉로 374 (번동, 서울현대병원)",응급의료기관 외의 의료기관(응급의료시설),02-1588-6853,02-902-9119,G009,A1100172,A1100172,184
선한병원,35.16155167,126.8870269,광주광역시 서구 무진대로 975 (광천동),응급의료기관 외의 의료기관(응급의료시설),062-466-1000,062-466-1119,G009,A1502006,A1502006,185
성가롤로병원,34.96342524,127.5423089,전라남도 순천시 순광로 221 (조례동),권역응급의료센터,061-720-2000,061-720-6119,G001,A2600019,A2600019,186
성남시의료원,37.44498429,127.139057,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",지역응급의료센터,031-738-7000,031-738-7300,G006,A2116806,A2116806,187
성남중앙병원,37.45280321,127.1620954,경기도 성남시 중원구 산성대로476번길 12 (금광동),지역응급의료기관,031-743-3000,031-799-5599,G007,A2100011,A2100011,188
성모윌병원,37.43444739,127.1282853,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",응급의료기관 외의 의료기관(응급의료시설),031-751-2075,1833-5001,G009,A2115807,A2115807,189
성심의료재단강동성심병원,37.53598408,127.1352635,서울특별시 강동구 성안로 150 (길동),지역응급의료센터,02-2224-2114,02-2224-2358,G006,A1100028,A1100028,190
의료법인청파의료재단송탄중앙병원,37.08854084,127.0641653,경기도 평택시 오좌동길 17-16 (독곡동),응급의료기관 외의 의료기관(응급의료시설),031-612-7000,031-612-7000,G009,A2100301,A2100301,371
의료법인칠석의료재단사랑의병원,37.3270204,126.8448635,"경기도 안산시 상록구 예술광장로 69, 사랑의병원(593-4번지/593-5번지) (성포동)",지역응급의료기관,031-439-3000,031-414-6656,G007,A2100124,A2100124,372
의료법인태성의료재단제일조은병원,36.99760379,127.5985345,충청북도 음성군 금왕읍 음성로1230번길 10,응급의료기관 외의 의료기관(응급의료시설),043-883-8800,043-883-7755,G009,A2300015,A2300015,373
의료법인토마스의료재단윌스기념병원,37.26502978,127.0254584,경기도 수원시 팔달구 경수대로 437 (인계동),지역응급의료기관,031-223-2233,031-240-6119,G007,A2100175,A2100175,374
의료법인풍산의료재단동부제일병원,37.60067565,127.1090292,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",지역응급의료기관,02-437-5011,02-490-8880,G007,A1100075,A1100075,375
의료법인플러스의료재단단원병원,37.30021882,126.8135702,"경기도 안산시 단원구 원포공원1로 20, 동의성단원병원 (초지동)",지역응급의료기관,031-8040-6600,031-8040-5911,G007,A2100021,A2100021,376
의료법인한국의료재단한국병원,34.94774146,127.5123584,전라남도 순천시 우명길 42 (연향동),지역응급의료기관,061-740-5000,061-740-5119,G007,A2600005,A2600005,377
의료법인한마음의료재단 여수제일병원,34.76616667,127.6635583,"전라남도 여수시 쌍봉로 70 (학동, (학동))",지역응급의료기관,061-689-8123,061-689-8119,G007,A2600027,A2600027,378
의료법인한마음의료재단하나병원,36.62347405,127.4308186,충청북도 청주시 흥덕구 2순환로 1262 (가경동),지역응급의료센터,043-230-6114,043-230-6594,G006,A2300002,A2300002,379
의료법인한전의료재단한일병원,37.6461157,127.0290242,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",지역응급의료센터,02-901-3114,02-901-3119,G006,A1100020,A1100020,380
메디인병원,37.75804617,126.7748533,경기도 파주시 금릉역로 190(금촌동),지역응급의료기관,319431191,031-570-7912,G007,A2100131,A2100131,131
명주병원,37.23514274,127.2010438,경기도 용인시 처인구 금령로39번길 8-6(김량장동),지역응급의료센터,1522-8119,1522-8119,G006,A2119056,A2119056,132
명지성모병원,37.49385071,126.8992545,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",지역응급의료기관,02-1899-1475,02-829-7800,G007,A1100024,A1100024,133
목포기독병원,34.80450726,126.4204246,전라남도 목포시 백년대로 303 (상동),지역응급의료기관,061-280-7500,061-280-7119,G007,A2600020,A2600020,134
목포시의료원,34.80395501,126.4053871,"전라남도 목포시 이로로 18 (용해동, (용해동))",지역응급의료기관,061-260-6500,061-260-6400,G007,A2600022,A2600022,135
목포한국병원,34.80921458,126.4163392,전라남도 목포시 영산로 483 (상동),권역응급의료센터,061-270-5500,061-270-5666,G001,A2600011,A2600011,136
무주군보건의료원,36.00586316,127.6717027,"전북특별자치도 무주군 무주읍 한풍루로 413, 무주군보건의료원",지역응급의료기관,063-320-8314,063-320-8315,G007,E2500019,E2500019,137
무척조은병원,37.86396622,126.7809779,경기도 파주시 문산읍 방촌로 1675-20,응급의료기관 외의 의료기관(응급의료시설),031-954-1400,031-954-1400,G009,A2100083,A2100083,138
문산중앙병원,37.85424811,126.7832286,"경기도 파주시 문산읍 문향로39번길 53, 문산중앙병원",응급의료기관 외의 의료기관(응급의료시설),031-950-9000,031-950-9099,G009,A2100130,A2100130,139
미래로21병원,35.14102639,126.8852886,광주광역시 서구 화운로 1 (화정동),지역응급의료기관,062-450-1000,062-450-1119,G007,A1500014,A1500014,140
인천적십자병원,37.41856693,126.6875335,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",지역응급의료기관,032-899-4000,032-899-4118,G007,A1400018,A1400018,401
인천힘찬종합병원,37.40106232,126.7146868,"인천광역시 남동구 논현로 72, 인천힘찬종합병원 (논현동)",지역응급의료기관,032-1899-2220,032-459-3168,G007,A1403871,A1403871,402
인하대학교의과대학부속병원,37.4584235,126.6318683,인천광역시 중구 인항로 27 (신흥동3가),권역응급의료센터,032-890-2114,032-890-2301,G001,A1400002,A1400002,403
임실군보건의료원,35.61249558,127.2869758,전북특별자치도 임실군 임실읍 호국로 1680,지역응급의료기관,063-640-3102,063-640-3119,G007,E2500022,E2500022,404
장수군보건의료원,35.6546649,127.5201429,전북특별자치도 장수군 장수읍 장천로 247,지역응급의료기관,063-351-8000,063-350-2119,G007,E2500020,E2500020,405
장흥우리병원,34.67838231,126.9110991,전라남도 장흥군 장흥읍 흥성로 83,지역응급의료기관,061-862-6262,061-860-0119,G007,A2600037,A2600037,406
재단법인 베스티안재단 베스티안부산병원,35.23558674,129.0086267,부산광역시 북구 화명대로 1 (화명동),응급의료기관 외의 의료기관(응급의료시설),051-332-7575,070-7603-1721,G009,A1200110,A1200110,407
재단법인베스티안재단베스티안병원,36.6364279,127.3216412,충청북도 청주시 흥덕구 오송읍 오송생명1로 191-0,지역응급의료기관,043-910-7575,043-904-8925,G007,A2302011,A2302011,408
재단법인베스티안재단베스티안서울병원,37.56511028,127.0280198,서울특별시 성동구 왕십리로 382 (하왕십리동),응급의료기관 외의 의료기관(응급의료시설),02-6211-7912,02-6211-7965,G009,A1122381,A1122381,409
재단법인아산사회복지재단보령아산병원,36.38113998,126.6228285,충청남도 보령시 죽성로 136 (죽정동),지역응급의료기관,041-930-5114,041-930-5333,G007,A2400011,A2400011,410
화성유일병원,37.21778332,126.8326536,경기도 화성시 남양읍 남양로920번길 6,응급의료기관 외의 의료기관(응급의료시설),031-355-0119,031-351-0129,G009,A2116685,A2116685,511
화순고려병원,35.05595374,126.9896356,전라남도 화순군 화순읍 충의로 109,응급의료기관 외의 의료기관(응급의료시설),061-370-3700,061-370-3778,G009,A2600048,A2600048,512
화순전남대학교병원,35.05867074,127.0021083,전라남도 화순군 화순읍 서양로 322,지역응급의료센터,061-379-7120,061-379-8882,G006,A2600001,A2600001,513
화천군보건의료원,38.10738246,127.7088834,강원특별자치도 화천군 화천읍 강변로 111 (화천군보건의료원),지역응급의료기관,033-441-4000,033-440-2880,G007,E2200025,E2200025,514
횡성대성병원,37.47845901,127.9799478,강원특별자치도 횡성군 횡성읍 횡성로 275,지역응급의료기관,033-343-0901,033-345-1191,G007,A2200016,A2200016,515
